date,K200
1998-04-01,-0.07699495421416558
1998-04-02,-0.0791868344627299
1998-04-03,-0.04305835010060366
1998-04-04,-0.09739747634069396
1998-04-06,-0.1167971101745936
1998-04-07,-0.15692599620493364
1998-04-08,-0.1662526275558952
1998-04-09,-0.18634001484780993
1998-04-10,-0.18406849060115382
1998-04-11,-0.25594085548318957
1998-04-13,-0.2711775961036702
1998-04-14,-0.20593141797961068
1998-04-15,-0.2269187986651835
1998-04-16,-0.2037497608570883
1998-04-17,-0.19807321772639697
1998-04-18,-0.16823899371069184
1998-04-20,-0.14163856377702821
1998-04-21,-0.1646365422396856
1998-04-22,-0.17458100558659218
1998-04-23,-0.14188351920693942
1998-04-24,-0.1381456129433728
1998-04-25,-0.19733277766201285
1998-04-27,-0.2379549758047549
1998-04-28,-0.20042507970244416
1998-04-29,-0.19475194751947522
1998-04-30,-0.22089491799959515
1998-05-02,-0.21446593776282596
1998-05-04,-0.15923984272608127
1998-05-06,-0.09679618268575318
1998-05-07,-0.10533423362592842
1998-05-08,-0.08113683245473291
1998-05-09,-0.10812043795620441
1998-05-11,-0.10480246037378749
1998-05-12,-0.1605148130160272
1998-05-13,-0.16968973747016702
1998-05-14,-0.18790849673202625
1998-05-15,-0.2040767386091128
1998-05-16,-0.2248918789043729
1998-05-18,-0.11318525519848766
1998-05-19,-0.15705578996718228
1998-05-20,-0.1610815807718975
1998-05-21,-0.14628410159924754
1998-05-22,-0.13560551124002895
1998-05-23,-0.16245487364620936
1998-05-25,-0.10306334371754944
1998-05-26,-0.046350263669164615
1998-05-27,-0.03754831584759799
1998-05-28,-0.07336523125996808
1998-05-29,-0.12219959266802449
1998-05-30,-0.10680873180873185
1998-06-01,-0.060800410466906096
1998-06-02,-0.02997858672376863
1998-06-03,-0.06910885944401157
1998-06-05,-0.09937106918239003
1998-06-08,-0.07682713893739102
1998-06-09,-0.05652173913043479
1998-06-10,-0.04213633923778848
1998-06-11,-0.07188160676532784
1998-06-12,0.015909748336708107
1998-06-13,-0.002586950273066879
1998-06-15,0.08978608014462197
1998-06-16,0.19001859888406702
1998-06-17,0.09560502283105032
1998-06-18,0.06901145750066595
1998-06-19,0.11568409343715236
1998-06-20,0.17741046831955942
1998-06-22,0.17421700223713654
1998-06-23,0.13275862068965538
1998-06-24,0.14842622004042738
1998-06-25,0.09261939218523896
1998-06-26,0.09866123399301507
1998-06-27,0.08806655192197366
1998-06-29,0.15487238979118345
1998-06-30,0.16060517893511794
1998-07-01,0.05818082491122656
1998-07-02,0.06898454746136862
1998-07-03,0.05581914596706672
1998-07-04,0.0715083798882683
1998-07-06,0.023617671575437704
1998-07-07,0.0016264570344266538
1998-07-08,-0.024858146446906093
1998-07-09,-0.021686093792355532
1998-07-10,0.005043429532081811
1998-07-11,0.018223234624145768
1998-07-13,0.0
1998-07-14,-0.013865308432371326
1998-07-15,-0.03649433231960186
1998-07-16,-0.09221151341495182
1998-07-18,-0.17248255234297094
1998-07-20,-0.14553111839026667
1998-07-21,-0.13772738010866992
1998-07-22,-0.1669445105977615
1998-07-23,-0.11263318112633192
1998-07-24,-0.12144832788534088
1998-07-25,-0.05854304635761587
1998-07-27,-0.049828631689955216
1998-07-28,-0.0832041343669252
1998-07-29,-0.12330487192365658
1998-07-30,-0.12484331912760105
1998-07-31,-0.10022779043280183
1998-08-01,-0.08544140423335056
1998-08-03,-0.04573090140100444
1998-08-04,-0.059176225234619295
1998-08-05,-0.023180592991913773
1998-08-06,-0.016286644951140072
1998-08-07,0.02516914749661714
1998-08-08,0.03906899418121346
1998-08-10,0.09506551435740174
1998-08-11,0.026565995525727137
1998-08-12,0.04275940706955539
1998-08-13,0.054178674351584855
1998-08-14,0.02525107604017207
1998-08-17,0.026720882950914904
1998-08-18,0.031325301204819356
1998-08-19,-0.014722863741339465
1998-08-20,-0.06544359255202625
1998-08-21,-0.07589041095890414
1998-08-22,-0.05174385363064593
1998-08-24,0.019175729822553
1998-08-25,-0.023353967360720262
1998-08-26,-0.042931364506426095
1998-08-27,-0.02885682574916759
1998-08-28,-0.014092446448703444
1998-08-29,0.025494127757089702
1998-08-31,-0.002812939521800173
1998-09-01,-0.01721704769968946
1998-09-02,-0.02663706992230852
1998-09-03,-0.028254847645429404
1998-09-04,-0.027985591576614177
1998-09-05,-0.03200883002207511
1998-09-07,-0.05596620908130956
1998-09-08,-0.07893333333333341
1998-09-09,-0.009242144177449063
1998-09-10,-0.01120162932790214
1998-09-11,0.05802233723780992
1998-09-12,0.10880262438490984
1998-09-14,0.11363000279876867
1998-09-15,0.20975056689342408
1998-09-16,0.21935483870967754
1998-09-17,0.267043847241867
1998-09-18,0.3081191588785046
1998-09-19,0.27571051860533236
1998-09-21,0.3124814705010379
1998-09-22,0.34006632499246314
1998-09-23,0.3238123872519545
1998-09-24,0.24459421510811574
1998-09-25,0.2768654566407376
1998-09-26,0.23971428571428577
1998-09-28,0.2092624356775301
1998-09-29,0.2061452513966482
1998-09-30,0.27136812411847666
1998-10-01,0.3673176335439403
1998-10-02,0.3597491448118588
1998-10-07,0.3696868008948546
1998-10-08,0.4180660104226983
1998-10-09,0.3256929637526651
1998-10-10,0.21060762100926866
1998-10-12,0.15951676528599612
1998-10-13,0.18487817131374018
1998-10-14,0.21713998492083442
1998-10-15,0.13472352389878162
1998-10-16,0.1357257878997009
1998-10-17,0.10805983478455028
1998-10-19,0.18213137344970143
1998-10-20,0.169010989010989
1998-10-21,0.21165574881409532
1998-10-22,0.20674915635545554
1998-10-23,0.2032704973881443
1998-10-24,0.21231949458483745
1998-10-26,0.1905969117308135
1998-10-27,0.23778735632183912
1998-10-28,0.24326241134751792
1998-10-29,0.21792496526169525
1998-10-30,0.15220767694697135
1998-10-31,0.09073724007561434
1998-11-02,0.07379454926624729
1998-11-03,0.0704928259513411
1998-11-04,0.10200737402703797
1998-11-05,0.15329949238578666
1998-11-06,0.16250511665984435
1998-11-07,0.21335238873009388
1998-11-09,0.22074788902291909
1998-11-10,0.39663972777541456
1998-11-11,0.35982008995502257
1998-11-12,0.34998936848819895
1998-11-13,0.3459826160695356
1998-11-14,0.3035308692958911
1998-11-16,0.2430625886165687
1998-11-17,0.20854321982671764
1998-11-18,0.21148772072254918
1998-11-19,0.15970468233922674
1998-11-20,0.12220342169580745
1998-11-21,0.19854586129753926
1998-11-23,0.2025292563231409
1998-11-24,0.1874185743532477
1998-11-25,0.18323442136498502
1998-11-26,0.23499806426635694
1998-11-27,0.2342812923195976
1998-11-28,0.23483552006084785
1998-11-30,0.25052955902176
1998-12-01,0.2693510555121188
1998-12-02,0.26786411557985157
1998-12-03,0.2614607614607616
1998-12-04,0.26226765799256513
1998-12-05,0.21654929577464777
1998-12-07,0.24230186774356377
1998-12-08,0.2305333106150962
1998-12-09,0.18939393939393945
1998-12-10,0.09974112989188355
1998-12-11,0.15797763427311384
1998-12-14,0.09694281641058122
1998-12-15,0.0843131188118813
1998-12-16,0.1420889685514095
1998-12-17,0.16855618539513184
1998-12-18,0.1834478137041382
1998-12-21,0.038730751283247766
1998-12-22,-0.00015923566878972562
1998-12-23,-0.014440433212996373
1998-12-24,-0.015830721003134762
1998-12-28,0.014166923313828184
1999-01-04,-0.07554115741422462
1999-01-05,-0.09088277858176552
1999-01-06,-0.10855683269476368
1999-01-07,-0.1491263713937424
1999-01-08,-0.1399889227360842
1999-01-11,-0.1905603917301414
1999-01-12,-0.12287020362931156
1999-01-13,-0.12262713038658724
1999-01-14,-0.08563176895306857
1999-01-15,-0.09659009844485666
1999-01-18,-0.13420158550396377
1999-01-19,-0.15553665107046644
1999-01-20,-0.15337597725657415
1999-01-21,-0.1081162024558251
1999-01-22,-0.07310081223124698
1999-01-25,-0.06417112299465244
1999-01-26,-0.011479173499508
1999-01-27,-0.07631014403922776
1999-01-28,-0.08472517461281504
1999-01-29,-0.08277541083384055
1999-02-01,-0.095438175270108
1999-02-02,-0.04325660435655809
1999-02-03,-0.015820281601012454
1999-02-04,-0.020229372411596058
1999-02-05,-0.01082457815982174
1999-02-08,0.0653678956689745
1999-02-09,0.11491360509981541
1999-02-10,0.10448010698762933
1999-02-11,0.1297260964543776
1999-02-12,0.07596336070751719
1999-02-18,0.09630477436232843
1999-02-19,0.17948287441235733
1999-02-22,0.2154639175257731
1999-02-23,0.2371062651436484
1999-02-24,0.23452712100139084
1999-02-25,0.22805194805194806
1999-02-26,0.1741871267418713
1999-03-02,0.2171806878734055
1999-03-03,0.21170229866580925
1999-03-04,0.22549178995285324
1999-03-05,0.21306726746057292
1999-03-08,0.20054405319631252
1999-03-09,0.206139030996088
1999-03-10,0.21325866505221747
1999-03-11,0.19232485497545726
1999-03-12,0.17730808747981808
1999-03-15,0.23268779342723
1999-03-16,0.216546762589928
1999-03-17,0.216546762589928
1999-03-18,0.260999254287845
1999-03-19,0.2838434163701067
1999-03-22,0.2280180944303083
1999-03-23,0.2320928931169557
1999-03-24,0.24024785241515256
1999-03-25,0.24182177100958824
1999-03-26,0.28779316191014415
1999-03-29,0.25265271006595946
1999-03-30,0.2137883008356547
1999-03-31,0.21311247216035634
1999-04-01,0.1761133603238869
1999-04-02,0.15614221278853813
1999-04-06,0.2013621177075302
1999-04-07,0.1914405808177302
1999-04-08,0.17749244712990953
1999-04-09,0.16691616766467088
1999-04-12,0.10597182396209948
1999-04-13,0.06095736724008982
1999-04-14,0.0669754631947923
1999-04-15,0.014401333015948703
1999-04-16,0.008042578356002528
1999-04-19,-0.05455150238385631
1999-04-20,-0.08811498065229406
1999-04-21,-0.050206801470588314
1999-04-22,-0.04834810636583409
1999-04-23,-0.061314863177018175
1999-04-26,-0.08348875479978057
1999-04-27,-0.09635333119452472
1999-04-28,-0.08057025596716716
1999-04-29,-0.025526556776556797
1999-04-30,-0.023178427997705198
1999-05-03,0.049443615922909245
1999-05-04,0.0608862329462172
1999-05-06,0.006417798695047772
1999-05-07,0.06863373957665164
1999-05-10,0.08895080913085418
1999-05-11,0.1239364084191672
1999-05-12,0.1316649757637245
1999-05-13,0.17953236987428034
1999-05-14,0.1368062888654229
1999-05-17,0.18480739229569187
1999-05-18,0.17358001414093804
1999-05-19,0.1679371408467223
1999-05-20,0.20744422890397662
1999-05-21,0.2582557154953429
1999-05-24,0.29162038751079833
1999-05-25,0.2954293458174202
1999-05-26,0.2586784773761073
1999-05-27,0.24437869822485214
1999-05-28,0.2704099612357571
1999-05-31,0.2309757236227823
1999-06-01,0.24889543446244478
1999-06-02,0.22760290556900742
1999-06-03,0.21928290336685619
1999-06-04,0.18546072908916988
1999-06-07,0.2051820728291318
1999-06-08,0.17493575805495154
1999-06-09,0.29553628093928497
1999-06-10,0.20539316996358625
1999-06-11,0.22004183683633838
1999-06-14,0.16916090411807194
1999-06-15,0.23301073006522177
1999-06-16,0.23848734370234825
1999-06-17,0.23397143725311453
1999-06-18,0.2233155939351339
1999-06-21,0.100076908286868
1999-06-22,0.10395803528850744
1999-06-23,0.007527994730403664
1999-06-24,0.023026944391362436
1999-06-25,0.01825962910128376
1999-06-28,0.04086916319926015
1999-06-29,0.11598395073248113
1999-06-30,0.10116620840049295
1999-07-01,0.053519593613933214
1999-07-02,0.026896180742334685
1999-07-05,-0.024220247429865838
1999-07-06,-0.05663403106009457
1999-07-07,-0.07221714949780034
1999-07-08,-0.059808209959623104
1999-07-09,-0.07715545395166556
1999-07-12,-0.05138737530388138
1999-07-13,-0.06961486025903207
1999-07-14,-0.036105225988700584
1999-07-15,-0.06842419588772286
1999-07-16,-0.1136009193137979
1999-07-19,-0.14953271028037385
1999-07-20,-0.11605709941718045
1999-07-21,-0.08546709778904138
1999-07-22,-0.0958963282937364
1999-07-23,0.02297562342392845
1999-07-26,0.10866217516843113
1999-07-27,0.04573804573804585
1999-07-28,0.027716087767611253
1999-07-29,-0.03269230769230769
1999-07-30,-0.023936628207335997
1999-08-02,-0.054042255980443654
1999-08-03,-0.04932193141573804
1999-08-04,-0.05137045337010859
1999-08-05,-0.0173214285714286
1999-08-06,0.021293728191822625
1999-08-09,0.02087941254534198
1999-08-10,0.006991196271362021
1999-08-11,0.03476718403547663
1999-08-12,0.03101802757158012
1999-08-13,0.09332356442897694
1999-08-16,0.025187517362718737
1999-08-17,0.0745466756212223
1999-08-18,0.07733743747595234
1999-08-19,0.07962213225371118
1999-08-20,0.08131868131868125
1999-08-23,0.04364101159499678
1999-08-24,0.026767268481092232
1999-08-25,-0.009187830458524782
1999-08-26,-0.007639552044448217
1999-08-27,-0.053591494511193716
1999-08-30,-0.11159139026111509
1999-08-31,-0.10710169341253672
1999-09-01,-0.06398823204927828
1999-09-02,-0.06035994462390393
1999-09-03,-0.07495911321097581
1999-09-06,-0.11116951379763484
1999-09-07,-0.09915113328082614
1999-09-08,-0.10951668280658511
1999-09-09,-0.12340757431319871
1999-09-10,-0.13302477072083652
1999-09-13,-0.1387167029653209
1999-09-14,-0.11471088435374144
1999-09-15,-0.10200900588846551
1999-09-16,-0.06331858007406732
1999-09-17,-0.07410714285714282
1999-09-20,-0.12097914457405445
1999-09-21,-0.15860053296656063
1999-09-22,-0.14224477298574056
1999-09-27,-0.13188419033701704
1999-09-28,-0.09463548830811552
1999-09-29,-0.044899904671115376
1999-09-30,-0.005163340283983686
1999-10-01,0.03673509478440229
1999-10-04,0.11125707356507686
1999-10-05,0.14629571741169123
1999-10-06,0.08426966292134841
1999-10-07,0.06868078492325624
1999-10-08,0.08086999505684611
1999-10-11,0.13982247930587421
1999-10-12,0.14224557306869046
1999-10-13,0.1418012059910525
1999-10-14,0.12765344347324947
1999-10-15,0.13895853423336546
1999-10-18,0.19260974627466787
1999-10-19,0.2469452715884588
1999-10-20,0.22087061425555432
1999-10-21,0.24070290151205564
1999-10-22,0.217338092809791
1999-10-25,0.24694325425854324
1999-10-26,0.22460732984293186
1999-10-27,0.23040504997369804
1999-10-28,0.18454370505418827
1999-10-29,0.19153608144525403
1999-11-01,0.17915679772619608
1999-11-02,0.11775109373545556
1999-11-03,0.11958859280037393
1999-11-04,0.08884241156679096
1999-11-05,0.08844650486319416
1999-11-08,0.13280892710143588
1999-11-09,0.07088407955839826
1999-11-10,0.11511361634666195
1999-11-11,0.10779595765158789
1999-11-12,0.07844974446337294
1999-11-15,0.004910676488019572
1999-11-16,-0.04601452231377978
1999-11-17,-0.0024643099932019075
1999-11-18,-0.008948923596454272
1999-11-19,-0.033349802371541504
1999-11-22,0.014493967828418164
1999-11-23,0.02963212391615455
1999-11-24,0.05197435032062114
1999-11-25,0.044921220248072435
1999-11-26,0.06609662248824288
1999-11-29,0.08912715697771834
1999-11-30,0.05202686301480708
1999-12-01,0.04467298730515834
1999-12-02,0.08277814790139915
1999-12-03,0.08585268080841835
1999-12-06,-0.028548451950140663
1999-12-07,-0.05084475613643613
1999-12-08,-0.03835284618490109
1999-12-09,-0.025527736867943074
1999-12-10,-0.019745675697022347
1999-12-13,-0.05124940315136084
1999-12-14,-0.03801051354630003
1999-12-15,0.0021905805038335835
1999-12-16,0.017275292910288176
1999-12-17,0.055030241076752695
1999-12-20,-0.00083236224404859
1999-12-21,-0.02289629815325478
1999-12-22,-0.03435461227186387
1999-12-23,-0.04398659144796002
1999-12-24,-0.06023419955085019
1999-12-27,-0.09681237178475621
1999-12-28,-0.08537148131056771
2000-01-04,-0.10968128086188833
2000-01-05,-0.03923784918456319
2000-01-06,-0.01490066225165565
2000-01-07,0.025104953820319187
2000-01-10,-0.01788735798888086
2000-01-11,-0.02201283405084875
2000-01-12,0.004924463734245821
2000-01-13,0.009897668176480412
2000-01-14,-0.03371164354770917
2000-01-17,-0.08930157448526432
2000-01-18,-0.10797932482636075
2000-01-19,-0.06934614088304691
2000-01-20,-0.07989003665444849
2000-01-21,-0.08962627212862395
2000-01-24,-0.06947170777502776
2000-01-25,-0.03600640113798004
2000-01-26,-0.02910100286532946
2000-01-27,-0.05276491657202753
2000-01-28,-0.14286915573494785
2000-01-31,-0.133607658716829
2000-02-01,-0.11631691648822273
2000-02-02,-0.051470588235294046
2000-02-03,-0.05478991596638649
2000-02-07,-0.07109509378327472
2000-02-08,-0.051163175759582846
2000-02-09,-0.10672740584072238
2000-02-10,-0.09196816802034613
2000-02-11,-0.08073089700996672
2000-02-14,-0.09257003654080387
2000-02-15,-0.0663532815042488
2000-02-16,-0.057274701411509255
2000-02-17,-0.057451901764340896
2000-02-18,-0.037483023992756936
2000-02-21,0.013809300140911196
2000-02-22,0.028558096126924726
2000-02-23,-0.021330441070137374
2000-02-24,0.019444189672567225
2000-02-25,0.02508530849395929
2000-02-28,0.09074855292848039
2000-02-29,0.10739556072501699
2000-03-02,-0.037423148890671
2000-03-03,-0.05165362731152212
2000-03-06,-0.10801301785557216
2000-03-07,-0.0668371395820474
2000-03-08,-0.07660762586161762
2000-03-09,-0.036244422183771996
2000-03-10,-0.0056017347307554255
2000-03-13,0.005421342971276388
2000-03-14,-0.034036433365292385
2000-03-15,-0.024496514329976793
2000-03-16,-0.033016604280641126
2000-03-17,-0.16329602107045438
2000-03-20,-0.09352245862884156
2000-03-21,-0.10646775389177165
2000-03-22,-0.1250340259504581
2000-03-23,-0.10943849279645357
2000-03-24,-0.15537561853351334
2000-03-27,-0.21550009043226626
2000-03-28,-0.179618636445404
2000-03-29,-0.2016630196936543
2000-03-30,-0.18606103872925228
2000-03-31,-0.15569749143756373
2000-04-03,-0.11137151964001124
2000-04-04,-0.09827306554718063
2000-04-06,-0.06804062715708503
2000-04-07,-0.10696399886610597
2000-04-10,-0.1302925676903507
2000-04-11,-0.1166482096714655
2000-04-12,-0.11862643080124868
2000-04-14,-0.0752357320099255
2000-04-17,0.0404721753794266
2000-04-18,-0.03389290267743306
2000-04-19,-0.01747000631446005
2000-04-20,-0.02607969956186107
2000-04-21,-0.03183656538421664
2000-04-24,-0.0862803579037068
2000-04-25,-0.04248648648648656
2000-04-26,-0.07086966241895809
2000-04-27,-0.04184438040345817
2000-04-28,-0.08869641486679081
2000-05-02,0.020341483979763986
2000-05-03,0.02131026479586451
2000-05-04,0.02433604909533371
2000-05-08,0.044906787516737046
2000-05-09,0.1111806424697539
2000-05-10,0.11303802758044301
2000-05-12,0.15723945476011592
2000-05-15,0.069171462699533
2000-05-16,0.022477838750527557
2000-05-17,0.04689357104267966
2000-05-18,0.06554492466732653
2000-05-19,0.032776349614396016
2000-05-22,0.12814127235680317
2000-05-23,0.14275838230210858
2000-05-24,0.15621356959664268
2000-05-25,0.11979225471378596
2000-05-26,0.21210298363811342
2000-05-29,0.2600555622659739
2000-05-30,0.19580900034352466
2000-05-31,0.12605132628854876
2000-06-01,0.1121405750798723
2000-06-02,0.07871087697551915
2000-06-05,0.04504862075808691
2000-06-07,0.021757883638454878
2000-06-08,0.05076392311483491
2000-06-09,0.0005631687629057414
2000-06-12,-0.012335373771099944
2000-06-13,0.04759582561201592
2000-06-14,0.004968469329256653
2000-06-15,0.06825106642291301
2000-06-16,0.08556094540200232
2000-06-19,0.05175274839244959
2000-06-20,-0.01137838107595568
2000-06-21,-0.0016052974816895826
2000-06-22,-0.001505117399157041
2000-06-23,0.0033272837265576616
2000-06-26,-0.062531017369727
2000-06-27,-0.10461956521739135
2000-06-28,-0.16011128165771293
2000-06-29,-0.1607553680981595
2000-06-30,-0.16163937565833586
2000-07-03,-0.13819450995189142
2000-07-04,-0.13478596220593908
2000-07-05,-0.14793011773642228
2000-07-06,-0.1544332422500707
2000-07-07,-0.20018761726078793
2000-07-10,-0.14267161410018547
2000-07-11,-0.1386530843237126
2000-07-12,-0.14245469058127525
2000-07-13,-0.14979983241783823
2000-07-14,-0.12017493820117897
2000-07-18,-0.11116481391976796
2000-07-19,-0.09328468592840933
2000-07-20,-0.07168096920747091
2000-07-21,-0.08290624057883633
2000-07-24,-0.03220646262130744
2000-07-25,-0.01463206237317094
2000-07-26,-0.023186871360508232
2000-07-27,0.0
2000-07-28,0.056310679611650594
2000-07-31,-0.031449356463346234
2000-08-01,-0.0562371078058842
2000-08-02,-0.057669376693766816
2000-08-03,-0.04848949211908926
2000-08-04,-0.04869623356362818
2000-08-07,-0.03835327234342023
2000-08-08,-0.028101929030721617
2000-08-09,-0.0919003115264797
2000-08-10,-0.1168578229820385
2000-08-11,-0.10621988611476119
2000-08-14,-0.12448670845039989
2000-08-16,-0.1786503842509738
2000-08-17,-0.16973502181547306
2000-08-18,-0.22088091353996742
2000-08-21,-0.18825334209949596
2000-08-22,-0.26603147414623696
2000-08-23,-0.24551557169582927
2000-08-24,-0.24451790633608816
2000-08-25,-0.2132018209408194
2000-08-28,-0.18414792387543255
2000-08-29,-0.1735742884969158
2000-08-30,-0.15725005517545798
2000-08-31,-0.11751791079269702
2000-09-01,-0.1214770505004027
2000-09-04,-0.12873374721799236
2000-09-05,-0.11339600470035238
2000-09-06,-0.10495867768595046
2000-09-07,-0.07537504573728493
2000-09-08,-0.07118353344768447
2000-09-14,-0.20217230313502832
2000-09-15,-0.17149448859266847
2000-09-18,-0.11655499720826357
2000-09-19,-0.10358959864330142
2000-09-20,-0.10305444887118187
2000-09-21,-0.0882829373650107
2000-09-22,-0.014877479579929909
2000-09-25,-0.07383937181429945
2000-09-26,-0.11165913138786121
2000-09-27,-0.14425657541599557
2000-09-28,-0.15480450629555997
2000-09-29,-0.16498625114573784
2000-10-02,-0.04769714363810296
2000-10-04,-0.059693465985479977
2000-10-05,-0.07302849569251169
2000-10-06,-0.08494921514312093
2000-10-09,-0.041700847689362774
2000-10-10,-0.032858707557502864
2000-10-11,0.024956471271038838
2000-10-12,0.07274107820804865
2000-10-13,0.03960396039603964
2000-10-16,0.01973199823295535
2000-10-17,0.08974155700015851
2000-10-18,0.08595354716384906
2000-10-19,0.08355667665142685
2000-10-20,-0.009475866153390577
2000-10-23,-0.01900091939932591
2000-10-24,-0.019102621057307978
2000-10-25,-0.014725568942436595
2000-10-26,0.021591610117211557
2000-10-27,0.0876587737180492
2000-10-30,0.015355086372360827
2000-10-31,-0.008125000000000049
2000-11-01,-0.06288298803618331
2000-11-02,-0.07821469575200923
2000-11-03,-0.08164140692021726
2000-11-06,-0.0670318581519389
2000-11-07,-0.04984062590553462
2000-11-08,-0.03884190912999852
2000-11-09,-0.04323013268654585
